"Gene","Direction"
"116938_at","DOWN"
"54555_at","UP"
"101752399_at","DOWN"
"124565_at","UP"
"10226_at","UP"
"8192_at","UP"
"10153_at","DOWN"
"3107_at","UP"
"26003_at","UP"
"100128590_at","DOWN"
"1520_at","UP"
"1535_at","UP"
"84656_at","UP"
"414061_at","DOWN"
"55472_at","DOWN"
"196463_at","UP"
"23358_at","DOWN"
"5768_at","UP"
"284047_at","DOWN"
"3204_at","UP"
"26091_at","DOWN"
"26020_at","UP"
"259294_at","DOWN"
"4849_at","UP"
"6302_at","UP"
"7376_at","UP"
"57617_at","UP"
"56882_at","UP"
"101928916_at","DOWN"
"55814_at","DOWN"
"285501_at","DOWN"
"29954_at","UP"
"2798_at","DOWN"
"83733_at","DOWN"
"79089_at","UP"
"79697_at","UP"
"23710_at","DOWN"
"406939_at","DOWN"
"55031_at","DOWN"
"84002_at","DOWN"
"100507537_at","DOWN"
"26253_at","DOWN"
"23061_at","UP"
"11068_at","UP"
"65057_at","UP"
"3338_at","UP"
"56926_at","UP"
"3607_at","UP"
"100616343_at","DOWN"
"55617_at","DOWN"
"8123_at","DOWN"
"100128338_at","UP"
"9112_at","UP"
"9703_at","UP"
"100302186_at","DOWN"
"51231_at","UP"
"677826_at","DOWN"
"57763_at","DOWN"
"100500905_at","UP"
"102723355_at","DOWN"
"128989_at","UP"
"145474_at","DOWN"
"767583_at","DOWN"
"100113392_at","DOWN"
"285550_at","DOWN"
"10444_at","UP"
"29925_at","UP"
"734_at","DOWN"
"340544_at","DOWN"
"29945_at","DOWN"
"100189589_at","DOWN"
"81575_at","DOWN"
"84232_at","UP"
"56890_at","DOWN"
"677792_at","DOWN"
"90627_at","DOWN"
"55851_at","UP"
"100526820_at","DOWN"
"643432_at","DOWN"
"10486_at","UP"
"112479_at","DOWN"
"221035_at","UP"
"3587_at","UP"
"977_at","UP"
"5877_at","UP"
"100113382_at","DOWN"
"8665_at","UP"
"29015_at","UP"
"2548_at","UP"
"64077_at","UP"
"692205_at","DOWN"
"25829_at","UP"
"101927858_at","DOWN"
"101928053_at","DOWN"
"441208_at","DOWN"
"81619_at","UP"
"338323_at","DOWN"
"1594_at","DOWN"
"93487_at","UP"
"152118_at","DOWN"
"100131755_at","DOWN"
"7045_at","UP"
"29985_at","UP"
"84269_at","UP"
"100302209_at","DOWN"
"94161_at","DOWN"
"84309_at","UP"
"2131_at","UP"
"1522_at","UP"
"55662_at","UP"
"2962_at","UP"
"10695_at","UP"
"55317_at","UP"
"6497_at","UP"
"4282_at","UP"
"101927610_at","DOWN"
"10014_at","UP"
"200172_at","DOWN"
"8794_at","UP"
"11007_at","UP"
"751816_at","DOWN"
"5708_at","UP"
"2356_at","UP"
"6120_at","DOWN"
"10744_at","DOWN"
"2531_at","UP"
"23077_at","DOWN"
"283951_at","UP"
"55297_at","DOWN"
"692223_at","DOWN"
"3071_at","UP"
"79658_at","DOWN"
"56927_at","UP"
"51157_at","UP"
"664709_at","DOWN"
"2307_at","UP"
"203228_at","DOWN"
"129881_at","DOWN"
"4691_at","DOWN"
"728489_at","UP"
"100129424_at","DOWN"
"80228_at","UP"
"56261_at","DOWN"
"55114_at","UP"
"54707_at","UP"
"387111_at","DOWN"
"101927365_at","DOWN"
"767593_at","DOWN"
"93183_at","UP"
"5526_at","UP"
"4174_at","UP"
"57577_at","DOWN"
"8216_at","UP"
"693152_at","DOWN"
"100131434_at","DOWN"
"23081_at","DOWN"
"150290_at","UP"
"7090_at","UP"
"494513_at","DOWN"
"64097_at","UP"
"2635_at","UP"
"57634_at","UP"
"132949_at","DOWN"
"2920_at","DOWN"
"677800_at","DOWN"
"253430_at","UP"
"714_at","UP"
"3927_at","UP"
"8536_at","UP"
"149076_at","UP"
"51684_at","UP"
"3689_at","UP"
"56977_at","UP"
"118813_at","UP"
"10238_at","UP"
"113178_at","UP"
"8260_at","UP"
"3014_at","UP"
"203069_at","UP"
"10385_at","UP"
"654322_at","DOWN"
"101928451_at","DOWN"
"5977_at","UP"
"11285_at","UP"
"706_at","UP"
"148022_at","UP"
"101926931_at","DOWN"
"166_at","UP"
"4134_at","UP"
"10714_at","DOWN"
"1843_at","DOWN"
"8525_at","UP"
"6576_at","UP"
"23015_at","DOWN"
"101927244_at","DOWN"
"84720_at","UP"
"284352_at","UP"
"7750_at","DOWN"
"100033426_at","DOWN"
"100506215_at","DOWN"
"57585_at","UP"
"102724059_at","DOWN"
"28439_at","DOWN"
"4499_at","DOWN"
"8349_at","UP"
"150709_at","DOWN"
"7178_at","DOWN"
"23463_at","UP"
"340351_at","DOWN"
"55312_at","UP"
"117584_at","UP"
"26813_at","DOWN"
"10277_at","UP"
"3708_at","DOWN"
"283596_at","DOWN"
"163732_at","UP"
"55628_at","DOWN"
"23166_at","UP"
"6041_at","UP"
"7984_at","UP"
"11249_at","DOWN"
"101928714_at","DOWN"
"90956_at","UP"
"9905_at","UP"
"4694_at","DOWN"
"23646_at","UP"
"8916_at","DOWN"
"100507053_at","DOWN"
"10362_at","UP"
"1281_at","UP"
"25953_at","UP"
"5602_at","DOWN"
"54849_at","UP"
"26785_at","DOWN"
"286097_at","DOWN"
"3339_at","UP"
"6748_at","UP"
"7329_at","UP"
"100033427_at","DOWN"
"27163_at","UP"
"55183_at","DOWN"
"26136_at","UP"
"25809_at","UP"
"4686_at","DOWN"
"10522_at","UP"
"100616468_at","DOWN"
"101927845_at","DOWN"
"85440_at","DOWN"
"22845_at","UP"
"51006_at","UP"
"10388_at","DOWN"
"64428_at","UP"
"2193_at","UP"
"170850_at","DOWN"
"11079_at","UP"
"3609_at","UP"
"693189_at","DOWN"
"200081_at","UP"
"10350_at","DOWN"
"2889_at","UP"
"118881_at","UP"
"55290_at","UP"
"51388_at","UP"
"10607_at","UP"
"5803_at","DOWN"
"799_at","DOWN"
"8445_at","UP"
"23241_at","UP"
"100169989_at","DOWN"
"23625_at","UP"
"400043_at","UP"
"25850_at","DOWN"
"100506898_at","DOWN"
"102724552_at","DOWN"
"5306_at","UP"
"100313830_at","DOWN"
"54986_at","DOWN"
"9344_at","UP"
"2813_at","DOWN"
"3816_at","DOWN"
"55719_at","DOWN"
"145483_at","UP"
"30061_at","UP"
"267010_at","DOWN"
"9360_at","DOWN"
"1786_at","UP"
"64393_at","UP"
"91748_at","UP"
"254778_at","DOWN"
"4832_at","UP"
"81545_at","DOWN"
"23031_at","UP"
"6548_at","UP"
"9632_at","UP"
"55769_at","DOWN"
"5333_at","UP"
"55666_at","UP"
"27125_at","DOWN"
"221264_at","DOWN"
"4061_at","UP"
"57715_at","UP"
"1154_at","DOWN"
"79165_at","UP"
"25941_at","UP"
"3074_at","UP"
"4117_at","DOWN"
"56975_at","UP"
"283624_at","DOWN"
"6878_at","UP"
"1043_at","UP"
"112939_at","UP"
"9588_at","DOWN"
"6988_at","UP"
"54862_at","UP"
"692213_at","DOWN"
"79654_at","UP"
"677767_at","DOWN"
"9597_at","DOWN"
"693148_at","DOWN"
"581_at","UP"
"826_at","UP"
"1777_at","UP"
"2907_at","UP"
"10922_at","UP"
"79142_at","UP"
"84984_at","UP"
"3340_at","UP"
"401014_at","DOWN"
"9019_at","UP"
"3257_at","UP"
"26800_at","DOWN"
"1230_at","UP"
"6241_at","UP"
"414189_at","DOWN"
"10171_at","DOWN"
"8985_at","UP"
"80174_at","UP"
"5562_at","DOWN"
"5441_at","UP"
"124583_at","UP"
"5900_at","UP"
"54463_at","DOWN"
"1856_at","UP"
"55176_at","DOWN"
"57410_at","UP"
"9777_at","UP"
"266655_at","UP"
"101929633_at","DOWN"
"649946_at","DOWN"
"128637_at","UP"
"9765_at","DOWN"
"1282_at","UP"
"101930644_at","DOWN"
"10101_at","UP"
"10459_at","UP"
"677807_at","DOWN"
"100507347_at","UP"
"114785_at","UP"
"2282_at","DOWN"
"3916_at","UP"
"22995_at","DOWN"
"100505738_at","DOWN"
"55226_at","UP"
"84342_at","UP"
"387496_at","UP"
"145788_at","UP"
"11284_at","UP"
"57693_at","UP"
"286006_at","DOWN"
"57567_at","UP"
"26774_at","DOWN"
"4074_at","UP"
"406949_at","DOWN"
"147807_at","UP"
"203068_at","UP"
"55353_at","UP"
"4791_at","UP"
"5818_at","UP"
"8717_at","UP"
"26808_at","DOWN"
"10300_at","UP"
"4713_at","UP"
"57150_at","DOWN"
"9898_at","UP"
"80217_at","DOWN"
"768218_at","DOWN"
"80335_at","UP"
"1958_at","DOWN"
"9948_at","UP"
"2241_at","DOWN"
"871_at","UP"
"8722_at","UP"
"26249_at","DOWN"
"2245_at","UP"
"754_at","UP"
"9847_at","DOWN"
"121457_at","UP"
"91746_at","DOWN"
"8396_at","UP"
"2990_at","UP"
"116985_at","UP"
"100422965_at","DOWN"
"130502_at","DOWN"
"1201_at","UP"
"4023_at","DOWN"
"6791_at","DOWN"
"2589_at","UP"
"1368_at","DOWN"
"54942_at","UP"
"6876_at","UP"
"284611_at","UP"
"6892_at","UP"
"129531_at","DOWN"
"100134040_at","DOWN"
"677834_at","DOWN"
"221711_at","DOWN"
"221504_at","UP"
"10869_at","UP"
"619505_at","DOWN"
"9910_at","DOWN"
"100287934_at","DOWN"
"102723331_at","DOWN"
"100506571_at","DOWN"
"100131257_at","DOWN"
"6398_at","UP"
"23659_at","UP"
"2335_at","UP"
"9854_at","UP"
"100874188_at","DOWN"
"8303_at","UP"
"6944_at","UP"
"3221_at","UP"
"101927082_at","DOWN"
"2793_at","UP"
"11221_at","UP"
"338069_at","DOWN"
"7542_at","UP"
"29070_at","UP"
"2353_at","DOWN"
"6618_at","UP"
"51496_at","DOWN"
"54820_at","UP"
"80346_at","UP"
"7058_at","UP"
"728640_at","DOWN"
"3008_at","UP"
"7288_at","DOWN"
"7365_at","DOWN"
"101928058_at","DOWN"
"10567_at","UP"
"339230_at","UP"
"112942_at","DOWN"
"10873_at","DOWN"
"102724349_at","DOWN"
"391037_at","DOWN"
"56915_at","UP"
"65125_at","DOWN"
"101927355_at","DOWN"
"94059_at","DOWN"
"619571_at","DOWN"
"951_at","UP"
"79836_at","DOWN"
"570_at","DOWN"
"5430_at","UP"
"79607_at","UP"
"8729_at","UP"
"54973_at","UP"
"79888_at","UP"
"100133331_at","DOWN"
"5871_at","UP"
"157285_at","UP"
"7916_at","UP"
"337972_at","UP"
"7328_at","UP"
"100505736_at","DOWN"
"8843_at","DOWN"
"339123_at","UP"
"84852_at","DOWN"
"60528_at","UP"
"221037_at","DOWN"
"8837_at","DOWN"
"29920_at","UP"
"6262_at","DOWN"
"54926_at","UP"
"3265_at","UP"
"9810_at","UP"
"56943_at","DOWN"
"256471_at","DOWN"
"767605_at","DOWN"
"9301_at","DOWN"
"79939_at","UP"
"64799_at","DOWN"
"79868_at","DOWN"
"1496_at","DOWN"
"22880_at","UP"
"163590_at","UP"
"5338_at","UP"
"7410_at","UP"
"23318_at","DOWN"
"102723741_at","DOWN"
"55777_at","DOWN"
"4088_at","UP"
"283483_at","DOWN"
"406890_at","DOWN"
"7428_at","UP"
"203238_at","DOWN"
"57703_at","DOWN"
"390059_at","DOWN"
"101928561_at","DOWN"
"79651_at","UP"
"101927831_at","DOWN"
"7105_at","UP"
"23759_at","UP"
"10665_at","DOWN"
"3337_at","DOWN"
"4267_at","UP"
"55109_at","UP"
"91582_at","UP"
"9235_at","UP"
"127069_at","DOWN"
"5575_at","UP"
"440270_at","DOWN"
"3569_at","DOWN"
"9491_at","UP"
"404216_at","DOWN"
"151877_at","DOWN"
"3297_at","UP"
"9124_at","UP"
"83856_at","DOWN"
"55088_at","DOWN"
"3001_at","UP"
"677808_at","DOWN"
"378108_at","DOWN"
"79137_at","UP"
"1727_at","UP"
"118421_at","DOWN"
"7469_at","UP"
"440072_at","DOWN"
"729975_at","UP"
"9146_at","UP"
"100500854_at","DOWN"
"8481_at","DOWN"
"284325_at","UP"
"55102_at","DOWN"
"102724757_at","DOWN"
"7067_at","UP"
"23765_at","UP"
"57408_at","DOWN"
"102724748_at","DOWN"
"10409_at","UP"
"767569_at","DOWN"
"147645_at","UP"
"1365_at","UP"
"644135_at","DOWN"
"693191_at","DOWN"
"9737_at","DOWN"
"9612_at","UP"
"26799_at","DOWN"
"10124_at","DOWN"
"5118_at","UP"
"254973_at","DOWN"
"29761_at","DOWN"
"1855_at","UP"
"80830_at","UP"
"79837_at","UP"
"5921_at","DOWN"
"148645_at","DOWN"
"8336_at","UP"
"81030_at","UP"
"254773_at","DOWN"
"100996419_at","DOWN"
"1326_at","DOWN"
"10618_at","UP"
"9530_at","UP"
"9772_at","UP"
"6586_at","UP"
"3636_at","UP"
"126328_at","UP"
"4090_at","DOWN"
"91039_at","UP"
"23047_at","DOWN"
"63893_at","UP"
"997_at","UP"
"196483_at","UP"
"10162_at","UP"
"55204_at","UP"
"100126784_at","DOWN"
"30827_at","UP"
"54998_at","UP"
"728537_at","DOWN"
"8342_at","UP"
"85313_at","DOWN"
"347734_at","UP"
"79609_at","DOWN"
"57178_at","UP"
"5555_at","DOWN"
"81629_at","DOWN"
"6885_at","DOWN"
"444_at","DOWN"
"7126_at","UP"
"100302240_at","DOWN"
"1952_at","UP"
"100616354_at","DOWN"
"10928_at","UP"
"1479_at","DOWN"
"6439_at","DOWN"
"101927098_at","DOWN"
"7319_at","UP"
"4152_at","UP"
"545_at","DOWN"
"994_at","UP"
"285555_at","DOWN"
"285016_at","DOWN"
"101928324_at","DOWN"
"256356_at","DOWN"
"1798_at","UP"
"85358_at","UP"
"57563_at","DOWN"
"100506406_at","DOWN"
"55670_at","UP"
"100422946_at","DOWN"
"79071_at","UP"
"8759_at","DOWN"
"80745_at","DOWN"
"2395_at","UP"
"5150_at","DOWN"
"102724731_at","DOWN"
"7127_at","UP"
"11273_at","UP"
"100422868_at","DOWN"
"7536_at","UP"
"64376_at","DOWN"
"2995_at","UP"
"7424_at","UP"
"1033_at","UP"
"56257_at","UP"
"51529_at","UP"
"101929312_at","DOWN"
"414926_at","DOWN"
"255403_at","UP"
"406882_at","DOWN"
"641638_at","DOWN"
"8503_at","UP"
"101927888_at","DOWN"
"285172_at","DOWN"
"1616_at","UP"
"23253_at","DOWN"
"101928744_at","DOWN"
"3187_at","DOWN"
"57649_at","UP"
"83638_at","UP"
"6185_at","UP"
"23187_at","UP"
"374395_at","UP"
"338321_at","DOWN"
"4851_at","UP"
"641516_at","DOWN"
"145282_at","DOWN"
"467_at","DOWN"
"341019_at","DOWN"
"65990_at","UP"
"101927659_at","DOWN"
"55707_at","UP"
"9156_at","UP"
"54832_at","DOWN"
"100996634_at","DOWN"
"140545_at","DOWN"
"23508_at","UP"
"3310_at","DOWN"
"11066_at","UP"
"4836_at","UP"
"79002_at","UP"
"7355_at","UP"
"101927136_at","DOWN"
"5547_at","UP"
"23230_at","DOWN"
"53942_at","DOWN"
"4907_at","UP"
"728888_at","DOWN"
"55620_at","UP"
"5869_at","UP"
"92181_at","UP"
"9812_at","UP"
"677795_at","DOWN"
"55273_at","DOWN"
"55684_at","UP"
"25855_at","UP"
"4289_at","DOWN"
"330_at","DOWN"
"5930_at","DOWN"
"26098_at","DOWN"
"9997_at","UP"
"55004_at","UP"
"29071_at","UP"
"7037_at","DOWN"
"83460_at","UP"
"8742_at","UP"
"84300_at","UP"
"283345_at","UP"
"25771_at","UP"
"53_at","UP"
"11065_at","UP"
"64834_at","UP"
"1729_at","UP"
"101929064_at","DOWN"
"8491_at","DOWN"
"2783_at","UP"
"345_at","DOWN"
"54961_at","UP"
"7812_at","DOWN"
"213_at","DOWN"
"6376_at","UP"
"101928859_at","DOWN"
"153090_at","UP"
"2950_at","UP"
"9672_at","UP"
"132160_at","UP"
"51073_at","UP"
"9829_at","UP"
"7423_at","UP"
"221545_at","UP"
"51141_at","DOWN"
"701_at","UP"
"4335_at","UP"
"23332_at","DOWN"
"7436_at","UP"
"284106_at","UP"
"100874342_at","DOWN"
"10120_at","UP"
"100033432_at","DOWN"
"84186_at","DOWN"
"7562_at","DOWN"
"55230_at","DOWN"
"54518_at","UP"
"10553_at","UP"
"293_at","UP"
"10653_at","UP"
"10227_at","UP"
"80169_at","UP"
"11070_at","UP"
"100616396_at","DOWN"
"22839_at","UP"
"574511_at","DOWN"
"55112_at","DOWN"
"84134_at","UP"
"101928834_at","DOWN"
"57589_at","DOWN"
"10540_at","UP"
"58506_at","UP"
"79096_at","UP"
"10573_at","UP"
"55324_at","UP"
"55651_at","UP"
"8775_at","UP"
"64755_at","UP"
"100506791_at","DOWN"
"100379571_at","UP"
"84971_at","UP"
"4064_at","UP"
"7133_at","UP"
"5858_at","DOWN"
"3561_at","UP"
"9364_at","DOWN"
"64420_at","UP"
"3977_at","DOWN"
"394_at","DOWN"
"81691_at","DOWN"
"221322_at","DOWN"
"6624_at","UP"
"91300_at","UP"
"728323_at","DOWN"
"10616_at","UP"
"100616430_at","DOWN"
"1306_at","UP"
"23161_at","DOWN"
"1523_at","UP"
"647286_at","DOWN"
"51603_at","UP"
"100874123_at","DOWN"
"10011_at","UP"
"100616152_at","DOWN"
"2571_at","DOWN"
"10138_at","DOWN"
"56120_at","DOWN"
"7095_at","DOWN"
"131118_at","DOWN"
"51586_at","UP"
"57473_at","UP"
"79005_at","UP"
"4337_at","UP"
"80700_at","UP"
"26819_at","DOWN"
"1841_at","UP"
"2068_at","UP"
"5005_at","DOWN"
"89941_at","UP"
"1820_at","UP"
"874_at","UP"
"374875_at","UP"
"9666_at","DOWN"
"5600_at","UP"
"57175_at","UP"
"84948_at","UP"
"81618_at","UP"
"79842_at","UP"
"727896_at","DOWN"
"29995_at","UP"
"80765_at","UP"
"51054_at","UP"
"101954277_at","DOWN"
"3055_at","UP"
"54033_at","DOWN"
"54148_at","DOWN"
"101926906_at","DOWN"
"55105_at","DOWN"
"55720_at","UP"
"5101_at","DOWN"
"29941_at","UP"
"10328_at","UP"
"23218_at","UP"
"100873983_at","DOWN"
"85285_at","DOWN"
"80781_at","UP"
"58496_at","DOWN"
"114991_at","UP"
"767579_at","DOWN"
"407043_at","DOWN"
"102723549_at","DOWN"
"10009_at","UP"
"30001_at","UP"
"23137_at","DOWN"
"2624_at","UP"
"6559_at","DOWN"
"1209_at","UP"
"51704_at","UP"
"11014_at","UP"
"6352_at","UP"
"100874064_at","DOWN"
"245802_at","DOWN"
"23264_at","UP"
"2874_at","UP"
"54442_at","UP"
"8880_at","DOWN"
"4240_at","UP"
"390072_at","DOWN"
"10625_at","DOWN"
"23313_at","UP"
"84900_at","UP"
"191585_at","DOWN"
"399664_at","UP"
"145216_at","DOWN"
"692107_at","DOWN"
"57580_at","UP"
"51092_at","UP"
"4247_at","UP"
"100302219_at","DOWN"
"90379_at","UP"
"7392_at","UP"
"10248_at","UP"
"161742_at","UP"
"81127_at","DOWN"
"84993_at","UP"
"25928_at","UP"
"93210_at","UP"
"55095_at","UP"
"10061_at","UP"
"30836_at","DOWN"
"101927577_at","DOWN"
"10205_at","UP"
"79752_at","DOWN"
"90011_at","DOWN"
"4938_at","UP"
"101926887_at","DOWN"
"10550_at","UP"
"390067_at","DOWN"
"3205_at","UP"
"677811_at","DOWN"
"5746_at","DOWN"
"10529_at","DOWN"
"10113_at","UP"
"10050_at","DOWN"
"835_at","UP"
"155400_at","DOWN"
"152098_at","DOWN"
"84316_at","UP"
"55733_at","UP"
"100507308_at","DOWN"
"57586_at","DOWN"
"102723616_at","UP"
"158401_at","DOWN"
"142_at","UP"
"65056_at","DOWN"
"26123_at","UP"
"83607_at","UP"
"4067_at","UP"
"4794_at","UP"
"10929_at","UP"
"9786_at","DOWN"
"5132_at","DOWN"
"101928717_at","DOWN"
"84518_at","UP"
"51447_at","DOWN"
"9678_at","DOWN"
"130271_at","DOWN"
"23326_at","UP"
"64844_at","DOWN"
"10801_at","UP"
"643988_at","UP"
"5256_at","DOWN"
"1894_at","UP"
"6693_at","UP"
"100422937_at","DOWN"
"10432_at","UP"
"64776_at","DOWN"
"79827_at","DOWN"
"22827_at","UP"
"101927808_at","DOWN"
"55667_at","DOWN"
"28989_at","UP"
"399761_at","DOWN"
"55680_at","DOWN"
"11022_at","UP"
"101929718_at","DOWN"
"55727_at","UP"
"4221_at","UP"
"127665_at","DOWN"
"353164_at","DOWN"
"102238594_at","DOWN"
"1454_at","UP"
"55898_at","UP"
"101927057_at","DOWN"
"23509_at","UP"
"219623_at","UP"
"100507283_at","DOWN"
"677769_at","DOWN"
"5325_at","DOWN"
"29062_at","DOWN"
"5141_at","UP"
"5296_at","UP"
"27202_at","UP"
"339344_at","UP"
"55135_at","UP"
"26121_at","UP"
"79649_at","UP"
"23401_at","UP"
"84326_at","UP"
"5351_at","UP"
"51239_at","UP"
"79600_at","UP"
"6793_at","UP"
"55023_at","DOWN"
"169714_at","UP"
"6602_at","UP"
"5911_at","UP"
"7940_at","UP"
"2691_at","DOWN"
"8360_at","UP"
"26054_at","DOWN"
"81873_at","UP"
"2982_at","UP"
"222696_at","DOWN"
"3991_at","UP"
"163033_at","UP"
"63875_at","UP"
"122961_at","UP"
"4501_at","DOWN"
"51222_at","UP"
"79570_at","DOWN"
"100422929_at","DOWN"
"146760_at","UP"
"693165_at","DOWN"
"83874_at","UP"
"5105_at","DOWN"
"1861_at","UP"
"10768_at","DOWN"
"54577_at","DOWN"
"10454_at","UP"
"23452_at","UP"
"100126341_at","DOWN"
"3995_at","UP"
"9764_at","UP"
"389765_at","DOWN"
"7673_at","DOWN"
"10856_at","UP"
"56262_at","UP"
"643339_at","DOWN"
"254879_at","DOWN"
"388325_at","UP"
"6428_at","DOWN"
"10142_at","DOWN"
"5033_at","DOWN"
"100873972_at","DOWN"
"693175_at","DOWN"
"329_at","DOWN"
"102724283_at","DOWN"
"126119_at","UP"
"23053_at","UP"
"101928810_at","DOWN"
"8266_at","UP"
"5211_at","UP"
"5866_at","UP"
"55527_at","UP"
"57659_at","UP"
"102724885_at","DOWN"
"55177_at","UP"
"26167_at","UP"
"9261_at","UP"
"3073_at","UP"
"83850_at","DOWN"
"102724476_at","DOWN"
"10181_at","DOWN"
"26145_at","UP"
"1487_at","UP"
"767595_at","DOWN"
"80851_at","UP"
"84219_at","UP"
"10609_at","UP"
"9820_at","UP"
"442038_at","DOWN"
"6125_at","DOWN"
"1039_at","UP"
"948_at","UP"
"4935_at","UP"
"9534_at","DOWN"
"100422969_at","DOWN"
"677829_at","DOWN"
"9147_at","DOWN"
"283349_at","UP"
"80823_at","UP"
"54955_at","UP"
"55111_at","UP"
"55831_at","UP"
"23583_at","UP"
"101929639_at","UP"
"654502_at","DOWN"
"90378_at","UP"
"100287852_at","DOWN"
"83443_at","UP"
"100462977_at","DOWN"
"283149_at","UP"
"1524_at","UP"
"92483_at","DOWN"
"724022_at","DOWN"
"54472_at","UP"
"149018_at","DOWN"
"23184_at","UP"
"160851_at","DOWN"
"2762_at","UP"
"55917_at","UP"
"2100_at","DOWN"
"29924_at","UP"
"9477_at","UP"
"64150_at","DOWN"
"9168_at","UP"
"79707_at","UP"
"100033424_at","DOWN"
"255187_at","DOWN"
"2760_at","UP"
"113419_at","UP"
"23774_at","UP"
"5549_at","UP"
"29086_at","UP"
"692110_at","DOWN"
"65095_at","UP"
"6101_at","DOWN"
"60685_at","UP"
"3303_at","DOWN"
"613210_at","DOWN"
"101928161_at","DOWN"
"10286_at","DOWN"
"8605_at","UP"
"101929369_at","DOWN"
"5294_at","UP"
"1474_at","UP"
"64328_at","DOWN"
"100505741_at","DOWN"
"55330_at","UP"
"11267_at","UP"
"100124537_at","DOWN"
"7529_at","UP"
"80726_at","DOWN"
"1954_at","UP"
"728637_at","DOWN"
"6146_at","DOWN"
"8572_at","UP"
"55974_at","UP"
"283106_at","DOWN"
"25923_at","UP"
"124402_at","UP"
"81328_at","DOWN"
"4848_at","DOWN"
"100131205_at","DOWN"
"7454_at","UP"
"3292_at","UP"
"51411_at","UP"
"4893_at","UP"
"10396_at","DOWN"
"3012_at","UP"
"54822_at","DOWN"
"173_at","DOWN"
"1388_at","UP"
"571_at","DOWN"
"375611_at","DOWN"
"26824_at","DOWN"
"8743_at","UP"
"101929526_at","DOWN"
"693219_at","DOWN"
"7783_at","DOWN"
"101927211_at","DOWN"
"677838_at","DOWN"
"23354_at","DOWN"
"100132707_at","UP"
"11223_at","DOWN"
"10106_at","UP"
"5711_at","UP"
"100873769_at","DOWN"
"22902_at","DOWN"
"53827_at","UP"
"100506142_at","DOWN"
"1665_at","DOWN"
"11092_at","UP"
"7920_at","UP"
"100885777_at","DOWN"
"101929372_at","DOWN"
"10818_at","DOWN"
"80853_at","DOWN"
"8498_at","UP"
"9532_at","UP"
"9600_at","UP"
"5330_at","UP"
"100499177_at","DOWN"
"102724815_at","DOWN"
"391_at","UP"
"4924_at","UP"
"388121_at","DOWN"
"54629_at","UP"
"9694_at","DOWN"
"115290_at","UP"
"401027_at","DOWN"
"79159_at","UP"
"91289_at","UP"
"81631_at","UP"
"513_at","UP"
"11130_at","UP"
"58155_at","DOWN"
"9189_at","UP"
"653489_at","DOWN"
"642273_at","DOWN"
"1267_at","UP"
"387263_at","UP"
"51022_at","UP"
"55553_at","DOWN"
"144486_at","DOWN"
"392360_at","DOWN"
"121227_at","DOWN"
"154467_at","UP"
"11245_at","DOWN"
"5966_at","DOWN"
"101929539_at","DOWN"
"7029_at","DOWN"
"693176_at","DOWN"
"102724293_at","DOWN"
"283755_at","DOWN"
"390_at","DOWN"
"8733_at","UP"
"92305_at","UP"
"3743_at","DOWN"
"3184_at","DOWN"
"101927354_at","DOWN"
"553103_at","DOWN"
"10320_at","UP"
"3223_at","UP"
"10067_at","UP"
"79796_at","UP"
"9049_at","UP"
"4829_at","UP"
"727936_at","UP"
"100033423_at","DOWN"
"101927710_at","DOWN"
"9252_at","DOWN"
"54776_at","UP"
"2243_at","DOWN"
"101928553_at","DOWN"
"29904_at","UP"
"5156_at","DOWN"
"2538_at","DOWN"
"101409258_at","DOWN"
"5199_at","UP"
"6525_at","UP"
"5714_at","UP"
"24148_at","UP"
"11337_at","UP"
"4707_at","DOWN"
"10518_at","UP"
"4052_at","UP"
"81671_at","DOWN"
"222235_at","DOWN"
"22823_at","DOWN"
"9181_at","UP"
"260341_at","DOWN"
"64859_at","DOWN"
"56949_at","UP"
"574406_at","DOWN"
"26781_at","DOWN"
"84085_at","DOWN"
"390110_at","DOWN"
"101927803_at","DOWN"
"23352_at","DOWN"
"26267_at","UP"
"100144603_at","UP"
"65220_at","UP"
"677850_at","DOWN"
"84850_at","DOWN"
"90324_at","UP"
"80336_at","DOWN"
"8530_at","UP"
"148137_at","UP"
"202052_at","UP"
"728448_at","DOWN"
"338442_at","DOWN"
"1762_at","UP"
"152185_at","DOWN"
"389541_at","UP"
"55957_at","UP"
"8971_at","UP"
"284323_at","DOWN"
"51069_at","UP"
"9304_at","DOWN"
"147184_at","UP"
"83590_at","UP"
"57147_at","DOWN"
"2615_at","UP"
"8815_at","UP"
"653513_at","DOWN"
"285954_at","DOWN"
"101928052_at","DOWN"
"407975_at","DOWN"
"767612_at","DOWN"
"100313886_at","DOWN"
"102724167_at","DOWN"
"692053_at","DOWN"
"56936_at","DOWN"
"644873_at","UP"
"29109_at","UP"
"827_at","UP"
"1760_at","UP"
"54509_at","UP"
"101928131_at","DOWN"
"100507398_at","DOWN"
"7266_at","DOWN"
"692094_at","UP"
"57823_at","UP"
"10875_at","UP"
"55037_at","DOWN"
"1857_at","UP"
"642587_at","DOWN"
"158381_at","DOWN"
"101929646_at","DOWN"
"90332_at","UP"
"387893_at","UP"
"100422912_at","DOWN"
"100507373_at","UP"
"7978_at","DOWN"
"80305_at","UP"
"79879_at","UP"
"4782_at","UP"
"6326_at","DOWN"
"100033439_at","DOWN"
"2194_at","UP"
"100129148_at","DOWN"
"222068_at","UP"
