"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"10396_at",NA,2.4362872316,NA,NA,NA,NA
"10397_at",NA,11.429168964,NA,NA,NA,NA
"10398_at",NA,12.3850018053333,NA,NA,NA,NA
"10399_at",NA,13.2698939413333,NA,NA,NA,NA
"1039_at",NA,9.1805829308,NA,NA,NA,NA
"103_at",NA,12.0724168513333,NA,NA,NA,NA
"10400_at",NA,7.39325662613333,NA,NA,NA,NA
"10401_at",NA,9.45200306653333,NA,NA,NA,NA
"10402_at",NA,6.1184314392,NA,NA,NA,NA
"10403_at",NA,10.2024665329333,NA,NA,NA,NA
"10404_at",NA,7.10005184473333,NA,NA,NA,NA
"10406_at",NA,4.72377278586667,NA,NA,NA,NA
"10407_at",NA,1.98558978293333,NA,NA,NA,NA
"10408_at",NA,2.66205306306667,NA,NA,NA,NA
"10409_at",NA,12.5727805646667,NA,NA,NA,NA
"1040_at",NA,7.70828059746667,NA,NA,NA,NA
"10411_at",NA,6.40305773693333,NA,NA,NA,NA
"10413_at",NA,9.8211254004,NA,NA,NA,NA
"10417_at",NA,3.3877283306,NA,NA,NA,NA
"10418_at",NA,2.96540206573333,NA,NA,NA,NA
"10419_at",NA,10.9480068053333,NA,NA,NA,NA
"1041_at",NA,2.86641443133333,NA,NA,NA,NA
"10420_at",NA,4.8624351558,NA,NA,NA,NA
"10421_at",NA,9.25146568253333,NA,NA,NA,NA
"10422_at",NA,8.35133597806667,NA,NA,NA,NA
"10423_at",NA,9.5458509168,NA,NA,NA,NA
"10424_at",NA,10.8736283306667,NA,NA,NA,NA
"10425_at",NA,7.9226702854,NA,NA,NA,NA
"10426_at",NA,7.70556845786667,NA,NA,NA,NA
"10427_at",NA,9.58468943606667,NA,NA,NA,NA
"10428_at",NA,10.6049222526667,NA,NA,NA,NA
"10430_at",NA,10.8411221553333,NA,NA,NA,NA
"10432_at",NA,5.5773889486,NA,NA,NA,NA
"10434_at",NA,10.8930793373333,NA,NA,NA,NA
"10435_at",NA,6.87175685593333,NA,NA,NA,NA
"10436_at",NA,10.3736965886667,NA,NA,NA,NA
"10437_at",NA,10.942246294,NA,NA,NA,NA
"10438_at",NA,4.72232661386667,NA,NA,NA,NA
"10439_at",NA,2.1689602066,NA,NA,NA,NA
"1043_at",NA,3.04469937513333,NA,NA,NA,NA
"10440_at",NA,9.51035233573333,NA,NA,NA,NA
"10443_at",NA,7.93671900566667,NA,NA,NA,NA
"10444_at",NA,7.036943131,NA,NA,NA,NA
"10445_at",NA,9.25320129853333,NA,NA,NA,NA
"10446_at",NA,4.33786739993333,NA,NA,NA,NA
"10449_at",NA,6.01952703046667,NA,NA,NA,NA
"1044_at",NA,4.24197192826667,NA,NA,NA,NA
"10450_at",NA,8.25979654313333,NA,NA,NA,NA
"10451_at",NA,5.06840565266667,NA,NA,NA,NA
"10454_at",NA,6.2841658324,NA,NA,NA,NA
"10455_at",NA,11.0224463893333,NA,NA,NA,NA
"10456_at",NA,11.0288476506667,NA,NA,NA,NA
"10457_at",NA,8.78009777753333,NA,NA,NA,NA
"10458_at",NA,6.000705562,NA,NA,NA,NA
"10459_at",NA,9.28440727973333,NA,NA,NA,NA
"1045_at",NA,3.98464965893333,NA,NA,NA,NA
"10460_at",NA,8.79196052233333,NA,NA,NA,NA
"10461_at",NA,6.43345728573333,NA,NA,NA,NA
"10462_at",NA,3.9884149628,NA,NA,NA,NA
"10463_at",NA,11.2074196286667,NA,NA,NA,NA
"10464_at",NA,7.54206077373333,NA,NA,NA,NA
"10465_at",NA,9.43014253033333,NA,NA,NA,NA
"10466_at",NA,8.8174909412,NA,NA,NA,NA
"10467_at",NA,10.9138260946667,NA,NA,NA,NA
"10468_at",NA,4.40792905013333,NA,NA,NA,NA
"10469_at",NA,6.330717093,NA,NA,NA,NA
"1046_at",NA,3.79737364733333,NA,NA,NA,NA
"10471_at",NA,10.3745169280667,NA,NA,NA,NA
"10472_at",NA,5.86170283046667,NA,NA,NA,NA
"10473_at",NA,10.231599858,NA,NA,NA,NA
"10474_at",NA,5.74661794853333,NA,NA,NA,NA
"10475_at",NA,7.4435712306,NA,NA,NA,NA
"10478_at",NA,8.4115025026,NA,NA,NA,NA
"10479_at",NA,10.1464355368667,NA,NA,NA,NA
"1047_at",NA,8.02290438933333,NA,NA,NA,NA
"10480_at",NA,12.073909164,NA,NA,NA,NA
"10481_at",NA,3.03101463313333,NA,NA,NA,NA
"10482_at",NA,10.04887442,NA,NA,NA,NA
"10483_at",NA,9.69283834846667,NA,NA,NA,NA
"10484_at",NA,9.22852370333333,NA,NA,NA,NA
"10485_at",NA,2.35857668113333,NA,NA,NA,NA
"10486_at",NA,9.26783171093333,NA,NA,NA,NA
"10487_at",NA,12.7747140853333,NA,NA,NA,NA
"10488_at",NA,8.93473036766667,NA,NA,NA,NA
"10489_at",NA,7.53441669166667,NA,NA,NA,NA
"1048_at",NA,2.1699343668,NA,NA,NA,NA
"10490_at",NA,9.29800836193333,NA,NA,NA,NA
"10491_at",NA,9.4638077414,NA,NA,NA,NA
"10492_at",NA,9.27594858813333,NA,NA,NA,NA
"10493_at",NA,12.4335118206667,NA,NA,NA,NA
"10494_at",NA,8.96546241666667,NA,NA,NA,NA
"10495_at",NA,7.51472361933333,NA,NA,NA,NA
"10497_at",NA,5.3875032864,NA,NA,NA,NA
"10498_at",NA,10.0254402353333,NA,NA,NA,NA
"10499_at",NA,5.02123454406667,NA,NA,NA,NA
"104_at",NA,5.84948065106667,NA,NA,NA,NA
"10500_at",NA,5.15101969213333,NA,NA,NA,NA
"10501_at",NA,6.67626807766667,NA,NA,NA,NA
"10505_at",NA,7.1889847396,NA,NA,NA,NA
"10507_at",NA,6.92639441346667,NA,NA,NA,NA
"10509_at",NA,8.89327433026667,NA,NA,NA,NA
"1050_at",NA,4.49279607806667,NA,NA,NA,NA
"10512_at",NA,8.89984902766667,NA,NA,NA,NA
"10513_at",NA,9.37513830586667,NA,NA,NA,NA
"10514_at",NA,8.34280124573333,NA,NA,NA,NA
"10516_at",NA,4.02614757293333,NA,NA,NA,NA
"10518_at",NA,4.79488671093333,NA,NA,NA,NA
"10519_at",NA,8.91782779833333,NA,NA,NA,NA
"1051_at",NA,10.122563486,NA,NA,NA,NA
"10520_at",NA,7.09106537033333,NA,NA,NA,NA
"10521_at",NA,6.21372401626667,NA,NA,NA,NA
"10522_at",NA,6.39410701453333,NA,NA,NA,NA
"10523_at",NA,8.11533315373333,NA,NA,NA,NA
"10524_at",NA,7.54853781273333,NA,NA,NA,NA
"10525_at",NA,9.35098438973333,NA,NA,NA,NA
"10526_at",NA,6.55360705686667,NA,NA,NA,NA
"10527_at",NA,10.876195376,NA,NA,NA,NA
"10528_at",NA,10.3353151866667,NA,NA,NA,NA
"10529_at",NA,4.0712116598,NA,NA,NA,NA
"1052_at",NA,8.9205020822,NA,NA,NA,NA
"10531_at",NA,10.829271188,NA,NA,NA,NA
"10533_at",NA,7.80702146626667,NA,NA,NA,NA
"10534_at",NA,7.89574228653333,NA,NA,NA,NA
"10535_at",NA,10.4643544653333,NA,NA,NA,NA
"10536_at",NA,8.53042884913333,NA,NA,NA,NA
"10537_at",NA,6.59306044846667,NA,NA,NA,NA
"10538_at",NA,4.56140025206667,NA,NA,NA,NA
"10539_at",NA,11.7864050413333,NA,NA,NA,NA
"1053_at",NA,4.8260959738,NA,NA,NA,NA
"10540_at",NA,11.0784222006667,NA,NA,NA,NA
"10541_at",NA,12.9329857266667,NA,NA,NA,NA
"10542_at",NA,10.4494452766667,NA,NA,NA,NA
"10544_at",NA,10.592244472,NA,NA,NA,NA
"10548_at",NA,9.09025501813333,NA,NA,NA,NA
"10549_at",NA,12.0205293326667,NA,NA,NA,NA
"1054_at",NA,9.65532885066667,NA,NA,NA,NA
"10550_at",NA,10.7467202453333,NA,NA,NA,NA
"10551_at",NA,2.00427105733333,NA,NA,NA,NA
"10552_at",NA,11.4505885093333,NA,NA,NA,NA
"10553_at",NA,9.66907889586667,NA,NA,NA,NA
"10554_at",NA,7.8602701942,NA,NA,NA,NA
"10555_at",NA,7.58936722833333,NA,NA,NA,NA
"10556_at",NA,7.106142395,NA,NA,NA,NA
"10557_at",NA,8.48130818546667,NA,NA,NA,NA
"10558_at",NA,9.55617091693333,NA,NA,NA,NA
"10559_at",NA,8.63143866953333,NA,NA,NA,NA
"10560_at",NA,9.55133948586667,NA,NA,NA,NA
"10561_at",NA,7.998459698,NA,NA,NA,NA
"10562_at",NA,2.01528734946667,NA,NA,NA,NA
"10563_at",NA,1.68009784353333,NA,NA,NA,NA
"10564_at",NA,8.24114646506667,NA,NA,NA,NA
"10565_at",NA,8.46948071593333,NA,NA,NA,NA
"10566_at",NA,3.17796896646667,NA,NA,NA,NA
"10567_at",NA,9.3086033258,NA,NA,NA,NA
"10568_at",NA,1.9457166978,NA,NA,NA,NA
"10569_at",NA,9.71857663213333,NA,NA,NA,NA
"1056_at",NA,5.3540020026,NA,NA,NA,NA
"10570_at",NA,6.769501367,NA,NA,NA,NA
"10572_at",NA,8.06844510633333,NA,NA,NA,NA
"10573_at",NA,9.12856905866667,NA,NA,NA,NA
"10574_at",NA,11.5845229786667,NA,NA,NA,NA
"10575_at",NA,12.2821424506667,NA,NA,NA,NA
"10576_at",NA,12.0285813713333,NA,NA,NA,NA
"10577_at",NA,12.7669259933333,NA,NA,NA,NA
"10578_at",NA,3.88107598006667,NA,NA,NA,NA
"10579_at",NA,7.3759216372,NA,NA,NA,NA
"10580_at",NA,5.48016923993333,NA,NA,NA,NA
"10581_at",NA,7.650216736,NA,NA,NA,NA
"10584_at",NA,2.87295750233333,NA,NA,NA,NA
"10585_at",NA,8.8230750148,NA,NA,NA,NA
"10586_at",NA,2.47376301693333,NA,NA,NA,NA
"10587_at",NA,7.97103017913333,NA,NA,NA,NA
"10589_at",NA,10.2982443193333,NA,NA,NA,NA
"1058_at",NA,9.30905028073333,NA,NA,NA,NA
"10590_at",NA,4.72058264926667,NA,NA,NA,NA
"10591_at",NA,7.62436185626667,NA,NA,NA,NA
"10592_at",NA,9.15833356886667,NA,NA,NA,NA
"10594_at",NA,10.6227187986667,NA,NA,NA,NA
"10595_at",NA,5.79647376206667,NA,NA,NA,NA
"10598_at",NA,10.9392281113333,NA,NA,NA,NA
"10599_at",NA,2.58910893266667,NA,NA,NA,NA
"1059_at",NA,7.7054263396,NA,NA,NA,NA
"105_at",NA,2.44671391946667,NA,NA,NA,NA
"10600_at",NA,9.74610542513333,NA,NA,NA,NA
"10602_at",NA,11.5818390793333,NA,NA,NA,NA
"10603_at",NA,3.87622122953333,NA,NA,NA,NA
"10606_at",NA,11.1285109793333,NA,NA,NA,NA
"10607_at",NA,7.8168896544,NA,NA,NA,NA
"10608_at",NA,5.94498996726667,NA,NA,NA,NA
"10609_at",NA,8.40522943286667,NA,NA,NA,NA
"1060_at",NA,7.3027271068,NA,NA,NA,NA
"10610_at",NA,6.32431947486667,NA,NA,NA,NA
"10611_at",NA,7.02812253226667,NA,NA,NA,NA
"10612_at",NA,5.6771843344,NA,NA,NA,NA
"10613_at",NA,8.74461767813333,NA,NA,NA,NA
"10614_at",NA,8.9844705598,NA,NA,NA,NA
"10615_at",NA,9.04122059033333,NA,NA,NA,NA
"10616_at",NA,8.98653368506667,NA,NA,NA,NA
"10617_at",NA,9.83447899,NA,NA,NA,NA
"10618_at",NA,8.8123083332,NA,NA,NA,NA
"10621_at",NA,9.43932955353333,NA,NA,NA,NA
"10622_at",NA,8.43957423573333,NA,NA,NA,NA
"10623_at",NA,9.33133613226667,NA,NA,NA,NA
"10625_at",NA,10.805208116,NA,NA,NA,NA
"10627_at",NA,12.940337708,NA,NA,NA,NA
"10628_at",NA,7.22474466426667,NA,NA,NA,NA
"10629_at",NA,4.7012894262,NA,NA,NA,NA
"1062_at",NA,8.2658860578,NA,NA,NA,NA
"10630_at",NA,5.4194818972,NA,NA,NA,NA
"10631_at",NA,5.769965106,NA,NA,NA,NA
"10632_at",NA,10.2799710793333,NA,NA,NA,NA
"10633_at",NA,2.9888229118,NA,NA,NA,NA
"10634_at",NA,8.79562359266667,NA,NA,NA,NA
"10635_at",NA,9.4223862106,NA,NA,NA,NA
"10636_at",NA,5.40172042933333,NA,NA,NA,NA
"10637_at",NA,2.56566857666667,NA,NA,NA,NA
"1063_at",NA,10.0981846066667,NA,NA,NA,NA
"10640_at",NA,7.54382272893333,NA,NA,NA,NA
"10641_at",NA,9.4176851426,NA,NA,NA,NA
"10642_at",NA,7.27956600466667,NA,NA,NA,NA
"10643_at",NA,10.536591422,NA,NA,NA,NA
"10644_at",NA,8.7183910518,NA,NA,NA,NA
"10645_at",NA,5.970467295,NA,NA,NA,NA
"10647_at",NA,2.03172824726667,NA,NA,NA,NA
"10648_at",NA,2.54120888746667,NA,NA,NA,NA
"10650_at",NA,5.00069765993333,NA,NA,NA,NA
"10651_at",NA,9.55518346893333,NA,NA,NA,NA
"10652_at",NA,8.71787618773333,NA,NA,NA,NA
"10653_at",NA,10.4447318946667,NA,NA,NA,NA
"10654_at",NA,8.3811694876,NA,NA,NA,NA
"10655_at",NA,1.87855464193333,NA,NA,NA,NA
"10656_at",NA,7.0503173244,NA,NA,NA,NA
"10657_at",NA,9.79740846446667,NA,NA,NA,NA
"10658_at",NA,9.03951024606667,NA,NA,NA,NA
"10659_at",NA,3.17635002146667,NA,NA,NA,NA
"10660_at",NA,3.504393038,NA,NA,NA,NA
"10661_at",NA,2.84154628653333,NA,NA,NA,NA
"10663_at",NA,3.0293164838,NA,NA,NA,NA
"10664_at",NA,10.845899002,NA,NA,NA,NA
"10665_at",NA,1.55663960426667,NA,NA,NA,NA
"10666_at",NA,2.683310568,NA,NA,NA,NA
"10667_at",NA,8.85228942593333,NA,NA,NA,NA
"10668_at",NA,8.4013973,NA,NA,NA,NA
"10669_at",NA,5.041361545,NA,NA,NA,NA
"10670_at",NA,10.58700622,NA,NA,NA,NA
"10671_at",NA,10.46070784,NA,NA,NA,NA
"10672_at",NA,8.40830012626667,NA,NA,NA,NA
"10673_at",NA,5.86934846126667,NA,NA,NA,NA
"10675_at",NA,6.49075547826667,NA,NA,NA,NA
"10677_at",NA,4.83095255626667,NA,NA,NA,NA
"10678_at",NA,8.2568016232,NA,NA,NA,NA
"10681_at",NA,7.5767122022,NA,NA,NA,NA
"10682_at",NA,12.21111039,NA,NA,NA,NA
"10683_at",NA,4.01233234846667,NA,NA,NA,NA
"10686_at",NA,3.63980389186667,NA,NA,NA,NA
"10687_at",NA,6.1155428548,NA,NA,NA,NA
"1068_at",NA,2.27690316753333,NA,NA,NA,NA
"10690_at",NA,3.97649809006667,NA,NA,NA,NA
"10691_at",NA,5.95170999753333,NA,NA,NA,NA
"10692_at",NA,1.6867752354,NA,NA,NA,NA
"10693_at",NA,5.1160958496,NA,NA,NA,NA
"10694_at",NA,12.4260880046667,NA,NA,NA,NA
"10695_at",NA,8.57939305846667,NA,NA,NA,NA
"10699_at",NA,2.81413733246667,NA,NA,NA,NA
"1069_at",NA,9.52131869753333,NA,NA,NA,NA
"1070_at",NA,8.22809551526667,NA,NA,NA,NA
"10712_at",NA,7.80699991806667,NA,NA,NA,NA
"10713_at",NA,9.56611863133333,NA,NA,NA,NA
"10714_at",NA,7.74216571033333,NA,NA,NA,NA
"10715_at",NA,7.16819243906667,NA,NA,NA,NA
"10716_at",NA,1.53045754246667,NA,NA,NA,NA
"10717_at",NA,5.4597705966,NA,NA,NA,NA
"10718_at",NA,2.43243058366667,NA,NA,NA,NA
"1071_at",NA,1.84174943526667,NA,NA,NA,NA
"10721_at",NA,8.00600414846667,NA,NA,NA,NA
"10723_at",NA,9.46395111333333,NA,NA,NA,NA
"10724_at",NA,9.90650352813333,NA,NA,NA,NA
"10725_at",NA,7.15433065133333,NA,NA,NA,NA
"10726_at",NA,11.2064020833333,NA,NA,NA,NA
"10728_at",NA,12.5820298953333,NA,NA,NA,NA
"1072_at",NA,9.82037427233333,NA,NA,NA,NA
"10730_at",NA,10.527050456,NA,NA,NA,NA
"10732_at",NA,7.887016423,NA,NA,NA,NA
"10733_at",NA,7.09815868273333,NA,NA,NA,NA
"10734_at",NA,9.03929698366667,NA,NA,NA,NA
"10735_at",NA,7.67962692213333,NA,NA,NA,NA
"10736_at",NA,4.11717663153333,NA,NA,NA,NA
"10737_at",NA,2.334474859,NA,NA,NA,NA
"10738_at",NA,2.0232588478,NA,NA,NA,NA
"10739_at",NA,4.0315568678,NA,NA,NA,NA
"1073_at",NA,10.3107600543333,NA,NA,NA,NA
"10740_at",NA,4.60440940246667,NA,NA,NA,NA
"10741_at",NA,6.2753026402,NA,NA,NA,NA
"10742_at",NA,1.90138411546667,NA,NA,NA,NA
"10743_at",NA,6.1063475956,NA,NA,NA,NA
"10744_at",NA,2.90386192453333,NA,NA,NA,NA
"10745_at",NA,8.7358506366,NA,NA,NA,NA
"10746_at",NA,6.06979163086667,NA,NA,NA,NA
"10747_at",NA,3.42822070226667,NA,NA,NA,NA
"10748_at",NA,2.95473931266667,NA,NA,NA,NA
"10749_at",NA,8.46449487313333,NA,NA,NA,NA
"10750_at",NA,3.9533827322,NA,NA,NA,NA
"10752_at",NA,1.93814486693333,NA,NA,NA,NA
"10753_at",NA,2.0541564702,NA,NA,NA,NA
"10755_at",NA,9.57749091473333,NA,NA,NA,NA
"10758_at",NA,5.511445232,NA,NA,NA,NA
"1075_at",NA,9.44905304613333,NA,NA,NA,NA
"10761_at",NA,3.7908425446,NA,NA,NA,NA
"10762_at",NA,6.96272099466667,NA,NA,NA,NA
"10763_at",NA,7.19802483073333,NA,NA,NA,NA
"10765_at",NA,9.2032716866,NA,NA,NA,NA
"10766_at",NA,4.66250251886667,NA,NA,NA,NA
"10767_at",NA,6.91834686426667,NA,NA,NA,NA
"10768_at",NA,10.45962132,NA,NA,NA,NA
"10769_at",NA,11.4048250833333,NA,NA,NA,NA
"10771_at",NA,6.88108502513333,NA,NA,NA,NA
"10772_at",NA,9.41089610013333,NA,NA,NA,NA
"10773_at",NA,5.52254567046667,NA,NA,NA,NA
"10775_at",NA,7.29005224293333,NA,NA,NA,NA
"10776_at",NA,9.42219484293333,NA,NA,NA,NA
"10777_at",NA,2.19397055526667,NA,NA,NA,NA
"10778_at",NA,7.53214279813333,NA,NA,NA,NA
"10780_at",NA,4.1719612872,NA,NA,NA,NA
"10781_at",NA,9.1224385644,NA,NA,NA,NA
"10782_at",NA,10.1132594786667,NA,NA,NA,NA
"10783_at",NA,10.4209726613333,NA,NA,NA,NA
"10785_at",NA,7.036055019,NA,NA,NA,NA
"10786_at",NA,4.921648317,NA,NA,NA,NA
"10787_at",NA,10.808273686,NA,NA,NA,NA
"10788_at",NA,3.15084550133333,NA,NA,NA,NA
"10791_at",NA,6.33082374113333,NA,NA,NA,NA
"10793_at",NA,6.38793341306667,NA,NA,NA,NA
"10794_at",NA,2.3692395646,NA,NA,NA,NA
"10795_at",NA,8.02225839386667,NA,NA,NA,NA
"10797_at",NA,10.461959666,NA,NA,NA,NA
"10798_at",NA,1.9972887204,NA,NA,NA,NA
"10799_at",NA,8.85019358386667,NA,NA,NA,NA
"107_at",NA,3.25098254286667,NA,NA,NA,NA
"10800_at",NA,2.5105597688,NA,NA,NA,NA
"10801_at",NA,9.59952938933333,NA,NA,NA,NA
"10802_at",NA,7.9194631586,NA,NA,NA,NA
"10803_at",NA,3.04328843313333,NA,NA,NA,NA
"10804_at",NA,2.14666753193333,NA,NA,NA,NA
"10806_at",NA,7.09626670953333,NA,NA,NA,NA
"10807_at",NA,8.12971725153333,NA,NA,NA,NA
"10808_at",NA,11.1250544213333,NA,NA,NA,NA
"10809_at",NA,6.8295650698,NA,NA,NA,NA
"1080_at",NA,2.69475118766667,NA,NA,NA,NA
"10810_at",NA,8.04393566186667,NA,NA,NA,NA
"10811_at",NA,6.0071844248,NA,NA,NA,NA
"10813_at",NA,7.25511473306667,NA,NA,NA,NA
"10814_at",NA,3.5229839604,NA,NA,NA,NA
"10815_at",NA,3.1145585556,NA,NA,NA,NA
"10816_at",NA,1.85000933033333,NA,NA,NA,NA
"10817_at",NA,5.73075257666667,NA,NA,NA,NA
"10818_at",NA,6.0722905922,NA,NA,NA,NA
"10819_at",NA,3.2373928648,NA,NA,NA,NA
"1081_at",NA,2.19339847793333,NA,NA,NA,NA
"10821_at",NA,4.02614936426667,NA,NA,NA,NA
"10825_at",NA,3.26893166653333,NA,NA,NA,NA
"10826_at",NA,5.14812033033333,NA,NA,NA,NA
"10827_at",NA,7.10938491866667,NA,NA,NA,NA
"10838_at",NA,7.003836688,NA,NA,NA,NA
"10840_at",NA,4.11090166653333,NA,NA,NA,NA
"10841_at",NA,5.1292344254,NA,NA,NA,NA
"10842_at",NA,2.26806341846667,NA,NA,NA,NA
"10844_at",NA,6.86419984073333,NA,NA,NA,NA
"10845_at",NA,7.97375164113333,NA,NA,NA,NA
"10846_at",NA,7.094822934,NA,NA,NA,NA
"10847_at",NA,4.09413699293333,NA,NA,NA,NA
"10848_at",NA,9.59876860666667,NA,NA,NA,NA
"10849_at",NA,9.35855632253333,NA,NA,NA,NA
"1084_at",NA,4.05720157606667,NA,NA,NA,NA
"10850_at",NA,4.1288190206,NA,NA,NA,NA
"10855_at",NA,5.3745794204,NA,NA,NA,NA
"10856_at",NA,11.5003745546667,NA,NA,NA,NA
"10857_at",NA,9.7796416806,NA,NA,NA,NA
"10858_at",NA,3.28836976533333,NA,NA,NA,NA
"10859_at",NA,4.54531875273333,NA,NA,NA,NA
"10861_at",NA,4.8445614384,NA,NA,NA,NA
"10863_at",NA,3.72804208626667,NA,NA,NA,NA
"10864_at",NA,3.6893399164,NA,NA,NA,NA
"10865_at",NA,7.0638822374,NA,NA,NA,NA
"10866_at",NA,5.01624147406667,NA,NA,NA,NA
"10867_at",NA,6.23820904333333,NA,NA,NA,NA
"10868_at",NA,6.75305573226667,NA,NA,NA,NA
"10869_at",NA,5.263192887,NA,NA,NA,NA
"10870_at",NA,4.1058952204,NA,NA,NA,NA
"10871_at",NA,3.40400000893333,NA,NA,NA,NA
"10873_at",NA,9.42214368993333,NA,NA,NA,NA
"10874_at",NA,2.82635624453333,NA,NA,NA,NA
"10875_at",NA,1.82386774473333,NA,NA,NA,NA
"10876_at",NA,1.6714874438,NA,NA,NA,NA
"10879_at",NA,1.89936242233333,NA,NA,NA,NA
"1087_at",NA,1.83313373173333,NA,NA,NA,NA
"10880_at",NA,4.62317478406667,NA,NA,NA,NA
"10881_at",NA,3.038915639,NA,NA,NA,NA
"10882_at",NA,6.0747103956,NA,NA,NA,NA
"10884_at",NA,10.6468774346667,NA,NA,NA,NA
"10885_at",NA,10.1357268084667,NA,NA,NA,NA
"10886_at",NA,7.88290158586667,NA,NA,NA,NA
"10888_at",NA,1.74174782793333,NA,NA,NA,NA
"1088_at",NA,1.65515358213333,NA,NA,NA,NA
"10890_at",NA,10.594359212,NA,NA,NA,NA
"10891_at",NA,8.957493243,NA,NA,NA,NA
"10892_at",NA,9.90204515853333,NA,NA,NA,NA
"10893_at",NA,6.8439935666,NA,NA,NA,NA
"10894_at",NA,2.05390776826667,NA,NA,NA,NA
"10895_at",NA,1.905622414,NA,NA,NA,NA
"10896_at",NA,2.8955624726,NA,NA,NA,NA
"10897_at",NA,9.32779904926667,NA,NA,NA,NA
"10898_at",NA,9.33005547993333,NA,NA,NA,NA
"10899_at",NA,10.892326932,NA,NA,NA,NA
"1089_at",NA,1.71885448286667,NA,NA,NA,NA
"108_at",NA,2.63092840573333,NA,NA,NA,NA
"10900_at",NA,4.618731044,NA,NA,NA,NA
"10902_at",NA,9.1971458708,NA,NA,NA,NA
"10903_at",NA,6.55667897006667,NA,NA,NA,NA
"10904_at",NA,12.382598434,NA,NA,NA,NA
"10905_at",NA,7.60179846793333,NA,NA,NA,NA
"10906_at",NA,8.51565436653333,NA,NA,NA,NA
"10907_at",NA,8.93456500606667,NA,NA,NA,NA
"10908_at",NA,7.95817592106667,NA,NA,NA,NA
"10910_at",NA,10.8028987766667,NA,NA,NA,NA
"10911_at",NA,1.5254115214,NA,NA,NA,NA
"10912_at",NA,4.2962268854,NA,NA,NA,NA
"10913_at",NA,2.294713911,NA,NA,NA,NA
"10914_at",NA,8.8369568402,NA,NA,NA,NA
"10915_at",NA,10.3900637429333,NA,NA,NA,NA
"10916_at",NA,9.2170683462,NA,NA,NA,NA
"10917_at",NA,4.091031607,NA,NA,NA,NA
"10919_at",NA,6.599014671,NA,NA,NA,NA
"10920_at",NA,7.48094183313333,NA,NA,NA,NA
"10921_at",NA,11.2480653213333,NA,NA,NA,NA
"10922_at",NA,7.4555244056,NA,NA,NA,NA
"10923_at",NA,10.7253199926667,NA,NA,NA,NA
"10924_at",NA,7.2338109772,NA,NA,NA,NA
"10926_at",NA,8.67671043933333,NA,NA,NA,NA
"10927_at",NA,8.5893434806,NA,NA,NA,NA
"10928_at",NA,9.09202304226667,NA,NA,NA,NA
"10929_at",NA,6.6621477054,NA,NA,NA,NA
"10930_at",NA,3.65608558446667,NA,NA,NA,NA
"10933_at",NA,12.8324350346667,NA,NA,NA,NA
"10935_at",NA,12.4339336186667,NA,NA,NA,NA
"10936_at",NA,2.3500726956,NA,NA,NA,NA
"10938_at",NA,8.08869556173333,NA,NA,NA,NA
"10939_at",NA,9.86611338086667,NA,NA,NA,NA
"10940_at",NA,9.0213050916,NA,NA,NA,NA
"10942_at",NA,2.53776279486667,NA,NA,NA,NA
"10943_at",NA,6.61609421313333,NA,NA,NA,NA
"10944_at",NA,9.56635661133333,NA,NA,NA,NA
"10945_at",NA,9.5827298924,NA,NA,NA,NA
"10946_at",NA,10.4085786253333,NA,NA,NA,NA
"10947_at",NA,9.992178946,NA,NA,NA,NA
"10948_at",NA,6.44759435973333,NA,NA,NA,NA
"10949_at",NA,11.6774939793333,NA,NA,NA,NA
"10950_at",NA,9.39686527733333,NA,NA,NA,NA
"10952_at",NA,10.5579936633333,NA,NA,NA,NA
"10953_at",NA,9.1271650712,NA,NA,NA,NA
"10954_at",NA,9.51244282,NA,NA,NA,NA
"10955_at",NA,10.7040744593333,NA,NA,NA,NA
"10956_at",NA,10.6713770466667,NA,NA,NA,NA
"10957_at",NA,9.5168524986,NA,NA,NA,NA
"10959_at",NA,7.1287786186,NA,NA,NA,NA
"10960_at",NA,10.74582726,NA,NA,NA,NA
"10961_at",NA,12.3635959813333,NA,NA,NA,NA
"10962_at",NA,12.290787992,NA,NA,NA,NA
"10963_at",NA,10.1045931486667,NA,NA,NA,NA
"10964_at",NA,7.657282606,NA,NA,NA,NA
"10966_at",NA,8.20483142973333,NA,NA,NA,NA
"10969_at",NA,11.4585050146667,NA,NA,NA,NA
"10970_at",NA,10.7012520813333,NA,NA,NA,NA
"10972_at",NA,10.473095386,NA,NA,NA,NA
"10973_at",NA,8.5822803346,NA,NA,NA,NA
"10974_at",NA,6.21300834846667,NA,NA,NA,NA
"10975_at",NA,9.1974561278,NA,NA,NA,NA
"10978_at",NA,9.382253944,NA,NA,NA,NA
"10979_at",NA,9.41918122273333,NA,NA,NA,NA
"10980_at",NA,9.73422533173333,NA,NA,NA,NA
"10981_at",NA,9.17034118893333,NA,NA,NA,NA
"10982_at",NA,7.19617008973333,NA,NA,NA,NA
"10983_at",NA,12.0249232706667,NA,NA,NA,NA
"10984_at",NA,3.63006618193333,NA,NA,NA,NA
"10985_at",NA,9.25430584813333,NA,NA,NA,NA
"10987_at",NA,10.5724436506667,NA,NA,NA,NA
"10988_at",NA,9.6362195168,NA,NA,NA,NA
"10989_at",NA,11.2636902593333,NA,NA,NA,NA
"10990_at",NA,3.26790684013333,NA,NA,NA,NA
"10991_at",NA,3.69012715493333,NA,NA,NA,NA
