"logFC","AveExpr","t","P.Value","adj.P.Val","B","Probe","Entrez","Gene"
0.805639315649949,5.70780737341837,6.20635051680307,1.25468089453798e-08,2.08423679506953e-06,9.51854531877432,"22870_at","22870","PPP6R1"
-2.15161351401881,2.03513950067347,-6.20061445570506,1.28809509951964e-08,2.11427891085126e-06,9.49348526484638,"26789_at","26789","SNORD59A"
-0.534599616915361,6.29309818289796,-6.2004111719405,1.28929524702055e-08,2.11427891085126e-06,9.49259732654796,"57187_at","57187","THOC2"
0.69561595037513,7.22056110364286,6.19557106046744,1.3181982125544e-08,2.14790743143736e-06,9.47145949224126,"130074_at","130074","FAM168B"
0.762893954434692,5.76002403218367,6.19273534870184,1.33542762046903e-08,2.16220945486322e-06,9.45907857093105,"10523_at","10523","CHERP"
-1.02921850527273,4.36149761010204,-6.19129394104941,1.34427034548931e-08,2.16283798605707e-06,9.45278620533098,"23461_at","23461","ABCA5"
0.799191326151517,6.38954327747959,6.18512240329072,1.38278869977278e-08,2.19880894020607e-06,9.42585183340389,"84662_at","84662","GLIS2"
0.957890042647859,5.79617944391837,6.18495987072925,1.38381768185903e-08,2.19880894020607e-06,9.42514264904266,"221937_at","221937","FOXK1"
-0.886628426073148,1.77239070377551,-6.17819625408963,1.42731359654558e-08,2.25392200165611e-06,9.39563775895813,"6554_at","6554","SLC10A1"
-0.900967558446189,5.92318040539796,-6.16781231516696,1.49672743621469e-08,2.33535217406868e-06,9.35036681427621,"1052_at","1052","CEBPD"
-0.576224698300939,6.47004141197959,-6.16660792177455,1.5049907830488e-08,2.33535217406868e-06,9.34511812097197,"84162_at","84162","BLTP1"
-1.41036202284222,6.91448750922449,-6.16642255828624,1.5062665496104e-08,2.33535217406868e-06,9.34431035408069,"25976_at","25976","TIPARP"
-0.9160700762372,5.65116888935714,-6.16069258981077,1.54623328329772e-08,2.38287589477845e-06,9.31934574899756,"80031_at","80031","SEMA6D"
1.0343644083302,5.11445660559184,6.15678297279062,1.57410110270287e-08,2.40348840361261e-06,9.3023178609778,"92799_at","92799","SHKBP1"
-1.53946392971369,4.07031019989796,-6.15618608372125,1.57839907672159e-08,2.40348840361261e-06,9.29971858810094,"378805_at","378805","LINC-PINT"
0.65590702860711,6.87339686692857,6.14848517424171,1.63489872253399e-08,2.47479166389731e-06,9.26619316758933,"92579_at","92579","G6PC3"
-1.11526555349112,1.67562157203061,-6.13777991048088,1.71676534274212e-08,2.58243682028605e-06,9.2196185641121,"100874096_at","100874096","DOCK9-AS1"
-1.20391434706688,5.52237055915306,-6.13657856667779,1.72620082975887e-08,2.58243682028605e-06,9.21439415560949,"54790_at","54790","TET2"
0.767814934313481,5.03951465963265,6.13516730969951,1.73735029809049e-08,2.58400554219482e-06,9.20825744131235,"5045_at","5045","FURIN"
0.715638249280043,4.27437830337755,6.12821893733471,1.79328845863225e-08,2.65178643634279e-06,9.17805203616163,"10919_at","10919","EHMT2"
-1.35649500032393,2.78476538438776,-6.1184807574746,1.8746840601304e-08,2.75621653024459e-06,9.13574401706789,"100507321_at","100507321","ERVK13-1"
0.659111540043889,6.89644880830612,6.1116644014091,1.93381307563029e-08,2.82690320575852e-06,9.10614743502348,"50813_at","50813","COPS7A"
-0.649448678225707,5.4377479777551,-6.10446795289631,1.99823369368138e-08,2.90447808816802e-06,9.07491611511176,"65250_at","65250","CPLANE1"
0.77636240202508,7.96652804761225,6.09511705597868,2.08510772367223e-08,3.01362857553576e-06,9.03435891332423,"392_at","392","ARHGAP1"
-1.59845288061651,2.45813689922449,-6.0904839749175,2.12951925800393e-08,3.0605259358571e-06,9.01427416717694,"9299_at","9299","SNORD30"
1.21912282933333,5.1066703417551,6.08340767016281,2.19915556117314e-08,3.14294958468889e-06,8.98361081629505,"126321_at","126321","MFSD12"
0.808418632083594,5.2547088884898,6.07778485873467,2.25608363907504e-08,3.20639620304543e-06,8.95925699070261,"283373_at","283373","ANKRD52"
-1.38760627037931,2.02056792484694,-6.07418354498764,2.29330518899617e-08,3.22727393152682e-06,8.94366400021184,"100500873_at","100500873","MIR3934"
-2.19543120359666,2.58211670091837,-6.07392462688058,2.29600443881589e-08,3.22727393152682e-06,8.94254309209335,"199974_at","199974","CYP4Z1"
0.588391657353187,7.65452353054082,6.0702091096644,2.33508555998396e-08,3.26427097243222e-06,8.92646020056664,"55884_at","55884","WSB2"
-0.441769822954024,9.2217653597449,-6.05969883561161,2.44921965879739e-08,3.40521398431276e-06,8.88098927099998,"3181_at","3181","HNRNPA2B1"
-0.78478080848276,1.58687801428571,-6.05598491261901,2.49085001382301e-08,3.44437432722272e-06,8.8649299567919,"9293_at","9293","GPR52"
0.870669143609197,5.57172551242857,6.05194858661028,2.53688477558712e-08,3.4891713080145e-06,8.84748150016051,"10712_at","10712","ENTREP3"
-0.832831602764893,5.04068989595918,-6.0467701530584,2.59717428728255e-08,3.54239935417468e-06,8.82510344855086,"10426_at","10426","TUBGCP3"
-1.1789090259603,1.90412469681633,-6.04625233813658,2.60327995694176e-08,3.54239935417468e-06,8.82286623489069,"100507242_at","100507242","100507242_at"
0.698296332487989,7.20465495035714,6.03281573314725,2.76675125426376e-08,3.74492225325796e-06,8.76484339642262,"9601_at","9601","PDIA4"
-1.16520898520585,2.01025627453061,-6.02765919458796,2.83213520606796e-08,3.81324646534898e-06,8.74259139962156,"407036_at","407036","MIR32"
-0.653328726519332,5.90197593454082,-6.02411935641424,2.87789806035364e-08,3.85457529738046e-06,8.72732087561218,"23041_at","23041","MON2"
0.62865815626646,6.07195702484694,6.02186119476124,2.90747106460289e-08,3.87390233201412e-06,8.71758148161986,"55920_at","55920","RCC2"
