"logFC","AveExpr","t","P.Value","adj.P.Val","B","Probe","Entrez","Gene"
1.53337688773809,11.9286570344828,9.84780616469557,4.6244520829457e-11,5.06238769520065e-07,14.9595126683593,"301_at","301","ANXA1"
-2.50774537431547,8.9698004272069,-9.2883503984106,1.81547446969312e-10,9.93699950986527e-07,13.7045722185733,"467_at","467","ATF3"
1.1402307573869,10.171397326931,8.8975287745018,4.83600123640401e-10,1.76157003720461e-06,12.7997818669482,"3137_at","3137","HLA-J"
-1.49178987329762,7.83768931786207,-8.78495147843327,6.43672252564029e-10,1.76157003720461e-06,12.5348844508167,"2052_at","2052","EPHX1"
-2.634121825,6.01087675855172,-8.3331281234793,2.06177451720393e-09,4.51404912796628e-06,11.4527441310126,"2920_at","2920","CXCL2"
0.832575962797622,12.9995551113793,8.01297017199723,4.77916089708935e-09,7.26592143270558e-06,10.6678804850706,"6990_at","6990","DYNLT3"
-0.926708495738095,8.16890581572414,-7.96609842035416,5.41093961099498e-09,7.26592143270558e-06,10.55174592049,"3725_at","3725","JUN"
0.840082928380954,10.5421828176552,7.93338399071964,5.9017002583289e-09,7.26592143270558e-06,10.4705057381252,"51643_at","51643","TMBIM4"
-1.14941585056548,9.43877702844828,-7.92882326448103,5.97362682875219e-09,7.26592143270558e-06,10.4591680944848,"7538_at","7538","ZFP36"
-0.896306846119047,6.66009338237931,-7.67856988249544,1.16573931640079e-08,1.27613482966394e-05,9.83263660447432,"10279_at","10279","PRSS16"
1.12827932585714,8.07348672565517,7.4365547702174,2.2412396984766e-08,2.23044099811121e-05,9.21867876492264,"54873_at","54873","PALMD"
0.818287121196428,10.2773970523103,7.31429361794553,3.12619465003848e-08,2.6156180767417e-05,8.9056181390984,"10559_at","10559","SLC35A1"
0.816213482232143,10.824800002931,7.29763916655305,3.27159897939048e-08,2.6156180767417e-05,8.86282617251457,"25972_at","25972","UNC50"
-1.36336747685714,7.80276934806897,-7.28950570290227,3.34508569237085e-08,2.6156180767417e-05,8.84191539740004,"10221_at","10221","TRIB1"
-0.74597008232738,5.11606766434483,-7.19374957303361,4.34732890381061e-08,3.13525577543587e-05,8.59511284184335,"6363_at","6363","CCL19"
1.07718880213095,9.69109241175862,7.17454785956673,4.58245111966511e-08,3.13525577543587e-05,8.54548654734571,"5480_at","5480","PPIC"
0.941214126607143,12.7312495665517,7.08989662118127,5.78294606911277e-08,3.72387709521044e-05,8.32617706951143,"50650_at","50650","ARHGEF3"
0.713074453595239,8.097981643,7.04017940840101,6.63211275148379e-08,4.03342990502739e-05,8.19697520354483,"22876_at","22876","INPP5F"
0.874048831071427,9.35374697765517,6.93844354121128,8.78532788802984e-08,5.06173602054014e-05,7.93169578580057,"9616_at","9616","RNF7"
-0.833127819119048,7.74597729427586,-6.90112675525709,9.74228653028693e-08,5.33244053235255e-05,7.83409592021446,"57018_at","57018","CCNL1"
-2.09738180975,7.18415010244828,-6.78488925069894,1.34558338186204e-07,7.01433394344939e-05,7.52909843527082,"2354_at","2354","FOSB"
0.80274897184524,11.5347662258621,6.70766096304005,1.66879802696443e-07,8.30378727326348e-05,7.3256575324151,"56851_at","56851","EMC7"
0.902182364755952,9.47818716065517,6.6796362907562,1.80463897964769e-07,8.38452663335493e-05,7.25167951682018,"25941_at","25941","TPGS2"
2.00100449210119,8.25535565027586,6.67303981511,1.83820808623841e-07,8.38452663335493e-05,7.23425483144955,"25928_at","25928","SOSTDC1"
0.824171177797619,12.7939054927586,6.65094965971494,1.95529356452821e-07,8.56183946035613e-05,7.17587128067608,"6678_at","6678","SPARC"
-0.555638485369048,7.53273731655172,-6.59194406737751,2.30641610592843e-07,9.71089888907638e-05,7.01968250271198,"339290_at","339290","LINC00667"
-0.814427079910713,8.102848689,-6.5634606947604,2.49809585815316e-07,0.000101070816366709,6.94416432799354,"230_at","230","ALDOC"
0.496831219583335,12.6888167651724,6.55124448306901,2.58516749636233e-07,0.000101070816366709,6.91175142348687,"10423_at","10423","CDIPT"
-1.15285228176786,8.34846420651724,-6.52935985069231,2.74889745219766e-07,0.000103766139342096,6.85365000374346,"4783_at","4783","NFIL3"
0.76925756404762,9.43450572086207,6.49729657566603,3.007908372592e-07,0.000104450387635457,6.76844384727894,"29095_at","29095","ORMDL2"
-0.891046793994047,7.53493955051724,-6.49192626858764,3.05364246849839e-07,0.000104450387635457,6.75416322252317,"8553_at","8553","BHLHE40"
0.813635685803572,6.74158431875862,6.48806180493231,3.08698687054223e-07,0.000104450387635457,6.74388525962073,"2324_at","2324","FLT4"
1.50099094890476,11.0306129162414,6.48102151433364,3.14868255409709e-07,0.000104450387635457,6.72515729959345,"25891_at","25891","PAMR1"
-0.878764664464286,6.72884279975862,-6.42635391500757,3.67216354879092e-07,0.000118232865790042,6.57958186371244,"4803_at","4803","NGF"
0.680149244821427,12.6633113306897,6.38502098670303,4.12564965699997e-07,0.000129038533700511,6.46933874994617,"51669_at","51669","SARAF"
0.931308753625,9.36319658137931,6.36151060071289,4.40842153923145e-07,0.000133291356342094,6.40656564409601,"29127_at","29127","RACGAP1"
1.02277859735714,8.38674842789655,6.35381711382939,4.50514313022516e-07,0.000133291356342094,6.38601364473013,"6882_at","6882","TAF11"
0.95035019297619,11.94301284,6.31878573029008,4.97337591220697e-07,0.000143272489765605,6.29236949339399,"9124_at","9124","PDLIM1"
0.977879041309524,8.71283569627586,6.30487230410873,5.17270889684793e-07,0.000145193959727678,6.25514850464779,"2898_at","2898","GRIK2"
0.634831403095238,12.8453245237931,6.28540838407809,5.46517098800889e-07,0.000149568067014333,6.20305235042665,"3685_at","3685","ITGAV"
0.478324865000001,14.1624506031034,6.24256507638679,6.16911126918062e-07,0.000162789694940025,6.08827297858721,"3105_at","3105","HLA-A"
0.467641295791667,9.46300051827586,6.23122712044739,6.37025962161721e-07,0.000162789694940025,6.05787383666549,"79086_at","79086","SMIM7"
-0.893753082767857,7.12656228041379,-6.22989039799072,6.39440657935607e-07,0.000162789694940025,6.05428918087395,"64131_at","64131","XYLT1"
0.605171298452382,8.84584586048276,6.19940240784232,6.97093797447726e-07,0.000173433768196824,5.97249307530398,"56180_at","56180","MOSPD1"
-0.450235554041666,5.4706899937931,-6.17366156488227,7.49836157159421e-07,0.000182410142498315,5.90337844431921,"28908_at","28908","IGKV4-1"
-0.511752204541667,6.68384115127586,-6.1570665956994,7.85954701790906e-07,0.000187040133054458,5.85879468146475,"127544_at","127544","RNF19B"
0.774976727523808,10.998308296069,6.11034890585104,8.97340349380745e-07,0.000209003932014277,5.73317726554206,"79770_at","79770","TXNDC15"
